date,oil_production_kbd_sa,real_activity_igrea,oil_price_usd,us_cpi,dprod_pct,real_oil_price,ln_real_oil_price
2019-08-01,82476.88,25.2942,55.41,256.036,1.4529,21.6415,-1.530558
2019-09-01,80881.92,38.2134,57.31,256.43,-1.9528,22.3492,-1.498381
2019-10-01,82201.43,16.9975,54.44,257.155,1.6182,21.1701,-1.55258
2019-11-01,82653.17,-8.3325,55.27,257.879,0.548,21.4325,-1.54026
2019-12-01,82908.37,-11.1691,56.85,258.63,0.3083,21.9812,-1.514982
2020-01-01,82807.28,-78.998,53.87,259.127,-0.122,20.789,-1.570745
2020-02-01,81913.99,-120.7878,47.39,259.25,-1.0846,18.2797,-1.699382
2020-03-01,82177.42,-93.6456,28.5,258.076,0.3211,11.0433,-2.20335
2020-04-01,82848.47,-82.7131,16.74,256.032,0.8133,6.5382,-2.727501
2020-05-01,72015.37,-113.0465,22.56,255.802,-14.0134,8.8193,-2.428225
2020-06-01,70758.15,-28.1944,36.14,257.042,-1.7612,14.06,-1.961839
2020-07-01,71795.39,6.88,39.33,258.352,1.4553,15.2234,-1.882335
2020-08-01,72974.4,-0.7582,41.72,259.316,1.6288,16.0885,-1.827067
2020-09-01,72897.76,-8.0294,38.73,259.997,-0.1051,14.8963,-1.904056
2020-10-01,72911.21,6.5049,37.81,260.319,0.0184,14.5245,-1.929334
2020-11-01,74323.85,-25.9215,39.15,260.911,1.919,15.0051,-1.896779
2020-12-01,75159.7,-20.9048,45.34,262.045,1.1183,17.3024,-1.754327
2021-01-01,75935.26,7.7654,49.6,262.639,1.0266,18.8852,-1.66679
2021-02-01,73934.75,-2.4356,55.71,263.573,-2.6698,21.1365,-1.554171
2021-03-01,75947.27,26.915,59.84,264.847,2.6856,22.5942,-1.487478
2021-04-01,75811.27,46.8279,60.88,266.625,-0.1792,22.8336,-1.476938
2021-05-01,76599.92,64.3952,63.81,268.404,1.0349,23.7739,-1.436583
2021-06-01,77110.62,62.5891,68.86,270.71,0.6645,25.4368,-1.368973
2021-07-01,77955.99,70.6661,69.91,271.965,1.0903,25.7055,-1.358465
2021-08-01,77647.06,85.9788,65.72,272.752,-0.3971,24.0951,-1.42316
2021-09-01,78120.54,99.9218,69.27,273.942,0.6079,25.2864,-1.374904
2021-10-01,78893.85,110.8462,75.94,276.528,0.985,27.462,-1.292369
2021-11-01,79400.55,55.1557,76.61,278.824,0.6402,27.4761,-1.291853
2021-12-01,79023.53,56.4692,68.22,280.806,-0.476,24.2944,-1.414926
2022-01-01,79522.66,8.5114,76.92,282.542,0.6296,27.2243,-1.301061
2022-02-01,80550.39,12.0969,87.73,284.525,1.2841,30.8338,-1.176557
2022-03-01,80644.11,40.711,104.39,287.467,0.1163,36.3137,-1.012974
2022-04-01,80145.02,30.0647,102.7,288.582,-0.6208,35.5878,-1.033167
2022-05-01,79907.55,57.4884,108.71,291.299,-0.2967,37.319,-0.985666
2022-06-01,80141.87,35.5147,112.06,295.072,0.2928,37.9772,-0.968185
2022-07-01,80740.17,21.7331,99.67,294.94,0.7438,33.7933,-1.084907
2022-08-01,81817.08,-16.7653,92.21,295.162,1.325,31.2405,-1.163456
2022-09-01,82422.58,-11.8469,83.3,296.421,0.7373,28.1019,-1.269332
2022-10-01,81844.57,7.6749,84.26,297.979,-0.7038,28.2772,-1.263116
2022-11-01,81721.67,-25.7948,79.31,298.708,-0.1503,26.551,-1.326102
2022-12-01,81240.32,-14.4561,70.89,298.808,-0.5908,23.7243,-1.438672
2023-01-01,81812.22,-61.7415,70.32,300.456,0.7015,23.4044,-1.452245
2023-02-01,82367.47,-94.2258,69.67,301.476,0.6764,23.1096,-1.464921
2023-03-01,82419.74,-17.8985,68.53,301.643,0.0634,22.7189,-1.481973
2023-04-01,82255.31,-13.2866,75.23,302.858,-0.1997,24.84,-1.392714
2023-05-01,81728.65,-17.6897,70.05,303.316,-0.6423,23.0947,-1.465566
2023-06-01,82474.22,-44.6814,69.58,304.099,0.9081,22.8807,-1.474876
2023-07-01,81278.06,-48.6413,74.83,304.615,-1.461,24.5654,-1.40383
2023-08-01,81038.19,-38.9173,81.1,306.138,-0.2956,26.4913,-1.328353
2023-09-01,82022.07,-19.9818,87.14,307.374,1.2068,28.3498,-1.260549
2023-10-01,81702.03,9.437,83.21,307.653,-0.391,27.0467,-1.307605
2023-11-01,82081.61,7.4641,76.42,308.087,0.4635,24.8047,-1.394138
2023-12-01,82456.95,40.074,68.09,308.735,0.4562,22.0545,-1.511653
2024-01-01,81533.78,-5.1801,69.37,309.794,-1.1259,22.3923,-1.496453
2024-02-01,82077.34,21.2518,73.0,311.022,0.6645,23.471,-1.449404
2024-03-01,82690.02,26.6906,75.99,312.107,0.7437,24.3474,-1.412744
2024-04-01,82537.09,1.1038,81.93,313.016,-0.1851,26.1744,-1.340389
2024-05-01,82081.85,10.2848,78.34,313.14,-0.5531,25.0176,-1.385592
2024-06-01,81827.04,11.871,78.85,313.131,-0.3109,25.1812,-1.379074
2024-07-01,81728.14,12.0568,79.51,313.566,-0.1209,25.3567,-1.372127
2024-08-01,81978.62,0.5524,74.75,314.131,0.306,23.7958,-1.435661
2024-09-01,80951.9,14.0418,69.77,314.851,-1.2603,22.1597,-1.506895
2024-10-01,81429.65,-2.4625,70.77,315.564,0.5884,22.4265,-1.494926
2024-11-01,81314.19,-10.4982,69.13,316.449,-0.1419,21.8455,-1.521173
2024-12-01,81855.64,-44.4317,68.28,317.603,0.6637,21.4985,-1.537185
2025-01-01,82029.91,-61.4261,72.71,319.086,0.2127,22.787,-1.478982
