date,rea,cpi,crude_prod_millions_barrels_day,crude_prod_millions_barrels_day_nsa,price_per_barrel,price_per_barrel_nsa,wip,dprod,dwip,rpoil
2015-06-01,-79.903505,237.657,81443.6180545697,80919.9951871,58.89,58.89,124.3350911971146,0.554231921693038,0.4730059378124096,-139.51571607507483
2015-07-01,-46.585532,238.034,81518.5162338892,81433.0771871,52.42,52.42,124.07425868463432,0.091920966695902,-0.21000224706719806,-151.31253227159615
2015-08-01,-37.571248,238.033,81392.5802138366,81173.5001871,43.23,43.23,124.49109553380848,-0.15460708065244688,0.33539448104722425,-170.5874620842339
2015-09-01,-55.328306,237.498,81340.5201030616,81062.4931871,41.12,41.12,124.37144851537984,-0.06398220454180148,-0.09615511093032936,-175.36645812396975
2015-10-01,-66.650168,237.733,80742.7994800267,81016.8341871,42.03,42.03,124.77885124480906,-0.7375507043441587,0.32703399748923445,-173.27645461716278
2015-11-01,-97.495293,238.017,81056.6440544978,81689.1811871,39.05,39.05,124.31098861255964,0.3879431983548898,-0.37565818238114446,-180.74992234063095
2015-12-01,-108.68449,237.761,81327.2713656369,81868.1911871,33.16,33.16,124.01275898947095,0.3333181873303559,-0.2401943183853561,-196.99216371753937
2016-01-01,-138.03106,237.652,81649.0446759205,81795.41,27.48,27.48,125.35768452359676,0.3948717656644618,1.0786671873248999,-215.73489514078864
2016-02-01,-160.73704,237.336,80820.8879766292,81043.412,26.66,26.66,125.02797942597635,-1.0194672434190366,-0.2633579598624536,-218.6312543885237
2016-03-01,-138.64465,238.08,80845.414049958,80928.202,32.24,32.24,125.28072428385592,0.030341602683492397,0.2019465883766003,-199.93988340062995
2016-04-01,-92.817533,238.992,80407.854384528,80148.383,35.9,35.9,125.51082522869189,-0.542699994371354,0.18349981077898647,-189.56927830737033
2016-05-01,-90.860503,239.557,79887.2206934502,79355.897,40.88,40.88,125.44819974466932,-0.6495964041466351,-0.04990893260696794,-176.8150438463642
2016-06-01,-92.929832,240.222,80597.9004945038,80068.621,44.13,44.13,126.31682558927686,0.8856701996212024,0.6900317389540334,-169.44236725116704
2016-07-01,-77.542199,240.101,80919.2277128764,80827.959,41.48,41.48,125.70197635861378,0.39788677010310636,-0.4879401424019214,-175.5848284788486
2016-08-01,-82.560952,240.545,80474.0929177129,80255.518,41.21,41.21,126.07324989916349,-0.5516162901155752,0.2949248146304484,-176.42262368792723
2016-09-01,-61.941449,241.176,80903.4525526698,80623.222,40.86,40.86,125.96148503155078,0.5321194430349507,-0.08869005692373477,-177.53753680252913
2016-10-01,-57.206648,241.741,81507.9505521,81783.142,44.76,44.76,126.83403785871296,0.7444068327103537,0.6903257481035041,-168.65520216547978
2016-11-01,-36.118677,242.026,82137.3278588929,82777.842,41.8,41.8,126.92318194808252,0.7692008178883825,0.07025935506748127,-175.61488188714546
2016-12-01,-38.303626,242.637,81679.0547479683,82225.155,46.72,46.72,126.88902479694868,-0.5594975290058812,-0.02691529440461693,-164.73941607878757
2017-01-01,-53.118199,243.618,81086.0676629426,81234.816615486,48.12,48.12,127.85577746216126,-0.7286446872987185,0.7590006137182748,-162.1903533625028
2017-02-01,-70.879242,244.006,80887.1823740293,81112.008893113,49.38,49.38,128.33369493686936,-0.24557806776357438,0.37309732099704007,-159.76473312377698
2017-03-01,-29.922995,243.892,80530.3126502463,80614.500182659,46.53,46.53,129.01558161615276,-0.4421705406508991,0.5299321483941632,-165.66282384993715
2017-04-01,-23.067242,244.193,80366.9324354639,80105.464122854,47.47,47.47,129.27656943628483,-0.20308647404050362,0.2020873711337856,-163.7860963673863
2017-05-01,-45.578858,244.004,81433.6481644356,80898.767953586,47.21,47.21,129.50706446858402,1.3185752242248938,0.17813730317755017,-164.25788840432583
2017-06-01,-57.808785,244.163,81683.9808227433,81149.599407979,44.03,44.03,129.47927127320767,0.3069353771172345,-0.021463059356729985,-171.29648152778464
2017-07-01,-52.48338,244.243,81718.1835643106,81620.910243694,44.76,44.76,129.33671267722045,0.04186326686070885,-0.11016213776935402,-169.68487479077902
2017-08-01,-29.574313,245.183,81408.2004368693,81191.039310123,47.62,47.62,130.17848438081424,-0.38005317466769384,0.6487286026325201,-163.87520294415856
2017-09-01,-12.165981,246.435,81611.3991388514,81328.77377177,50.46,50.46,130.46378519162477,0.24929371406425815,0.21892145523771944,-158.5917323813498
2017-10-01,-3.5926248,246.626,81270.3923776389,81545.699284834,51.4,51.4,130.5541312185673,-0.41871747143815696,0.06922592272058381,-156.82348466124157
2017-11-01,-5.7573982,247.284,81359.2075967154,82005.066456199,56.3,56.3,131.77102810417074,0.10922393945520525,0.9277841422237643,-147.984293854221
2017-12-01,4.9398805,247.805,81096.745571532,81646.644116536,57.44,57.44,131.96378721102226,-0.3231180494383423,0.14617648484849255,-146.19012218140597
